uid, name, address, discord_handle, option, weight, time
12858,shawnw,0x27b503fd677dd889ea3e7804df492d2d809e6052,shawn#7046,alex?.eth#3436,1,2023-02-24 14:17:04
29609,pm3,0x52ff0010d4058bb726725ad76f542c53033d67a1,ChrisZ#5970,alex?.eth#3436,1,2023-02-24 14:27:17
7027,Alex,0x42b81011a367d3c7f4e4b570fadd51209c93f287,alex🐋.eth#3436,alex?.eth#3436,1,2023-02-24 14:27:41
27191,owenzhang,0x29faeb62f4e9e1456c2feed5c6f27b13fae91dae,Owen zhang#5158,alex?.eth#3436,1,2023-02-24 14:33:15
27395,Co1dRainNight,0x800819b08c66a1ecbea09e4b64c7e3412c104df5,ColdRainNight#6347,alex?.eth#3436,1,2023-02-24 14:37:59
12410,RickyWang,0x7ea1eaa27b313d04d359bf3e654fe927376e31bb,fatfingererr#0697,alex?.eth#3436,1,2023-02-24 14:43:21
7654,dutypb.lookme,0x5ecc0ea06cc6ccdcf52aa0d1139c2813bb6ebef4,,alex?.eth#3436,1,2023-02-24 14:48:25
26643,Manman,0x10b4bd1a211bdd057ea16a2e13c086f67b587b4b,Manman#6648,alex?.eth#3436,1,2023-02-24 14:51:23
30976,xiaoyao,0x60859ed309e5553b39bd66edf1a3c26473da3b6b,,alex?.eth#3436,1,2023-02-24 14:56:27
30087,lizi,0xb8aee482305b7b219704350786fce47847cec996,栗子#8207,alex?.eth#3436,1,2023-02-24 14:58:48
28387,Fivea,0xc92a88e2d17887646a40ddb0ddbbbe5c2a72512c,Fivea#9602,alex?.eth#3436,1,2023-02-24 14:59:41
27711,ravenc,0x38f5df039b0f0fac72523eb0dea196c0e6811d4a,ravenc#7174,alex?.eth#3436,1,2023-02-24 15:02:36
27779,Thomas.dh,0x991b1ade06d49454fd7a2caeaf31f908e00d1c63,定慧 Thomas#3288,alex?.eth#3436,1,2023-02-24 15:09:29
28605,VincentZZH,0x608a9358354a93581e686ac7ffde9d5fadbcb7e0,VincentZZH#3925,alex?.eth#3436,1,2023-02-24 15:18:50
7191,robin,0x27aa5a880b512beaf40d1b2e0f256b09f5711444,Victor.D.F#2920,alex?.eth#3436,1,2023-02-24 15:19:08
27690,Hoodrh,0xa6097a4adf23553623a7917bbbb28c7bb2a7775c,Hoodrh#6562,alex?.eth#3436,1,2023-02-24 15:20:12
26408,lee.W,0xe02533f1b8bc4befd8561df63721a96936f978f9,lee0428#9835,alex?.eth#3436,1,2023-02-24 15:20:12
26839,Bubble,0xfa860889ee6e3c715a5b76d998223df040b167da,Cheng#6436,alex?.eth#3436,1,2023-02-24 15:24:09
33081,PhilHuang,0xd8652a853f4ac24c797faa02e4633bd69ac9394d,Phil.Huang#9473,alex?.eth#3436,1,2023-02-24 15:32:38
30355,HotWolf,0xf3bf6bdfea27464840d53b07c33ea21c951d3746,HotWolf#3778,alex?.eth#3436,1,2023-02-24 15:36:39
27783,whychris.eth,0xaba775acf88723e05db5546bae58f10c20a9f061,,alex?.eth#3436,1,2023-02-24 16:03:48
27782,Tanghan,0x01175ef4738b825cd12f4d1ff2d2904d52144531,,alex?.eth#3436,1,2023-02-24 16:04:31
34502,yii,0xc25f64d5a2ad90eb463388df6b5bafc468ba658e,haojuju#0060,alex?.eth#3436,1,2023-02-24 16:06:46
7313,tovarishch.eth,0x597f0fdbb96485cd258777248052ff0e4781fe4c,舟舟 tovarishch.eth#1910,alex?.eth#3436,1,2023-02-24 18:22:35
7390,Zephyr,0x615b95fefd5307964de2e38d544bb835c5b79717,,alex?.eth#3436,1,2023-02-24 20:32:49
30348,Hal,0xdafe3083bd4865ade8fea183c0e058a585bab68b,,alex?.eth#3436,1,2023-02-24 22:14:58
30981,Yumingze,0x103af2b33400a4f955744a7f70e749435444f808,Yumingyuan#6586,alex?.eth#3436,1,2023-02-24 23:00:13
34378,Lasperado,0x2bd9ba12f21bcfb80a8a4a632bfa407a6a23326b,lasperado#5429,alex?.eth#3436,1,2023-02-25 01:10:59
7517,RebeccaWONG,0x13e283646f203ef6b24cd5c8ed5dbbf29dd0d39f,rebeccawong.eth#3764,alex?.eth#3436,1,2023-02-25 01:18:44
30970,Jomosis,0x42b0765b70af2b6910f6281b3dc0c34a9cdbb65c,jomosis1997#0154,alex?.eth#3436,1,2023-02-25 02:00:50
